B04	B03	B28	B29	B05	B07	B06	B08	B13	B09	B10	B12	B23	B16	B02	B19	B20	B21	B22	B14	B24	B25	B26	B27
書目識別號(不得修改)	書名	並列題名	分類號類型	分類號	作者	作者號	版本	語言別	出版地	出版社	出版年	裝訂別	價格	ISBN	面寬數	高寬	圖表	附件	稽核項	集叢項	附註項	主題項	追尋項
B01	B04	B03	B53	B54	B55	B56	B57	B58	B52	B59	B60	B61	B62	B63
館藏登錄號(不得重複)	書目識別號	書名(不得修改)	館藏狀態	流通別	資料別	特藏號	冊次號	複本號	排架號	館藏地	來源別	捐贈者	附件	新增日期
00006772	005956	立體紙雕入門	報廢		一般圖書			V7		"本館藏書	"				94-03-25
00006773	005957	趣味造型紙雕	報廢		一般圖書			V8		"本館藏書	"				94-03-25
00006774	005958	紙雕立體卡片	報廢		一般圖書			V9		"本館藏書	"				94-03-25
00006775	005959	美術技法變化	已被預約		一般圖書			V10		"本館藏書	"				94-03-25
00006776	005960	立體壁報畫設計1	館內架上		一般圖書			V1		"本館藏書	"				94-03-25
00006777	005961	立體壁報畫設計2	館內架上		一般圖書			V2		"本館藏書	"				94-03-25
00006778	005962	最新教學環境佈置1	報廢		一般圖書			V1		"本館藏書	"				94-03-25
00006779	005963	最新教學環境佈置2	館內架上		一般圖書			V2		"本館藏書	"				94-03-25
00006780	005964	創意花燈自己做	報廢		一般圖書			V1		"本館藏書	"				94-03-25
00006781	005965	指印的創意	報廢		一般圖書			V1		"本館藏書	"				94-03-25
00006782	005966	意外的一封信-太陽獎	報廢		一般圖書			V1		"本館藏書	"				94-04-11
00006783	005967	微笑的新港推手-玉山獎	報廢		一般圖書			V2		"本館藏書	"				94-04-11
00006784	005968	在風雪中行腳的僧人-菩提獎	報廢		一般圖書			V3		"本館藏書	"				94-04-11
00006785	005969	守護山林的美麗與哀愁-鳳蝶獎	報廢		一般圖書			V4		"本館藏書	"				94-04-11
00006786	005970	筆架山傳奇-百合獎	報廢		一般圖書			V5		"本館藏書	"				94-04-11
00006787	005971	小手牽大手	報廢		一般圖書			V1		"本館藏書	"				94-04-11
00006788	005972	火星上的人類學	報廢		一般圖書			V1		"本館藏書	"				94-04-12
00006789	005973	小朋友讀唐詩	報廢		一般圖書			V1		"本館藏書	"				94-04-25
00006790	005974	灰姑娘	報廢		一般圖書			V1		"本館藏書	"				94-04-25
00006791	005975	髒小弟	館內架上		一般圖書			V1		"本館藏書	"				94-04-25
00006792	005976	小美人魚	報廢		一般圖書			V1		"本館藏書	"				94-04-25
00006793	005977	大力士	報廢		一般圖書			V1		"本館藏書	"				94-04-25
00006794	005978	注音符號兒歌	館內架上		一般圖書			V1		"本館藏書	"				94-04-25
00006795	005979	THE BLACK PENCIL	館內架上		一般圖書			V1		"本館藏書	"				94-04-25
00006796	005980	THE GREATEST WHALE UN THE WORLD	報廢		一般圖書			V2		"本館藏書	"				94-04-25
00006797	005981	醜小鴨	館內架上		一般圖書			V1		"本館藏書	"				94-04-25
00006798	005982	兔先生和狐狸	報廢		一般圖書			V2		"本館藏書	"				94-04-25
00006799	005983	天方夜譚	報廢		一般圖書			V3		"本館藏書	"				94-04-25
00006800	005984	短篇傳奇故事	報廢		一般圖書			V4		"本館藏書	"				94-04-25
00006801	005985	趣味童話集	報廢		一般圖書			V5		"本館藏書	"				94-04-25
00006802	005986	各國童話故事	報廢		一般圖書			V6		"本館藏書	"				94-04-25
00006803	005987	十一隻天鵝	報廢		一般圖書			V7		"本館藏書	"				94-04-25
00006804	005988	青蛙王子	館內架上		一般圖書			V8		"本館藏書	"				94-04-25
00006805	005990	西洋短篇童話	報廢		一般圖書			V9		"本館藏書	"				94-04-25
00006806	005991	趣味小故事	報廢		一般圖書			V10		"本館藏書	"				94-04-25
00006807	005992	寶石姑娘	報廢		一般圖書			V11		"本館藏書	"				94-04-25
00006808	005993	兒童故事集	報廢		一般圖書			V12		"本館藏書	"				94-04-25
00006809	005994	白雪公主	報廢		一般圖書			V13		"本館藏書	"				94-04-25
00006810	005995	薔薇王子	館內架上		一般圖書			V15		"本館藏書	"				94-04-25
00006811	005996	睡美人	報廢		一般圖書			V16		"本館藏書	"				94-04-25
00006812	005997	賣火柴的少女	報廢		一般圖書			V17		"本館藏書	"				94-04-25
00006813	005998	獅子的眼鏡	報廢		一般圖書			V18		"本館藏書	"				94-04-25
00006814	005999	伊索寓言	報廢		一般圖書			V19		"本館藏書	"				94-04-25
00006815	006000	三隻熊	報廢		一般圖書			V20		"本館藏書	"				94-04-25
00006816	006001	日本神怪故事	報廢		一般圖書			V21		"本館藏書	"				94-04-25
00006817	006002	東方童話精選	報廢		一般圖書			V22		"本館藏書	"				94-04-25
00006818	006003	古代傳說故事	館內架上		一般圖書			V23		"本館藏書	"				94-04-25
00006819	006004	兒童寓言故事	館內架上		一般圖書			V24		"本館藏書	"				94-04-25
00006820	006005	椿象	館內架上		一般圖書			V2		"本館藏書	"				94-05-03
00006821	006006	藤本賞花圖鑑	館內架上		一般圖書			V1		"本館藏書	"				94-05-03
00006822	006007	台灣賞蟲記	館內架上		一般圖書			V1		"本館藏書	"				94-05-03
00006823	006008	北台灣漫遊-不知名山徑指南1	報廢		一般圖書			V1		"本館藏書	"				94-05-03
00006824	006009	蜘蛛博物學	館內架上		一般圖書			V1		"本館藏書	"				94-05-03
00006825	006010	北台灣漫遊-不知名山徑指南2	館內架上		一般圖書			V2		"本館藏書	"				94-05-03
00006826	006011	我的美術史	報廢		一般圖書			V1		"本館藏書	"				94-05-03
00006827	006012	台灣賞蟬圖鑑	館內架上		一般圖書			V1		"本館藏書	"				94-05-03
00006828	006013	松鼠寫給螞蟻的信	館內架上		一般圖書			V1		"本館藏書	"				94-05-03
00006829	006014	黑面琵鷺	館內架上		一般圖書			V1		"本館藏書	"				94-05-03
00006830	006017	數學抱抱-三上	館內架上		一般圖書			V1		"本館藏書	"				94-05-03
00006831	006018	數學抱抱-三下	館內架上		一般圖書			V2		"本館藏書	"				94-05-03
00006832	006019	猜猜我是誰?	館內架上		一般圖書			V1		"本館藏書	"				94-05-03
00006833	006020	台灣天牛圖鑑	館內架上		一般圖書			V1		"本館藏書	"				94-05-03
00006834	006021	台灣野生蘭	館內架上		一般圖書			V1		"本館藏書	"				94-05-03
00006835	006022	世界野鳥追蹤	館內架上		一般圖書			V1		"本館藏書	"				94-05-03
00006836	006023	真的有聖誕老公公嗎?	報廢		一般圖書			V1		"本館藏書	"				94-05-03
00006837	006024	好愛好愛你	報廢		一般圖書			V1		"本館藏書	"				94-05-03
00006838	006025	最溫暖的地方	報廢	一般館藏	一般圖書			V2		"本館藏書	"				94-05-03
00006839	006026	小甜心	報廢		一般圖書			V3		"本館藏書	"				94-05-03
00006840	006027	弄想成真	館內架上		一般圖書			V1		"本館藏書	"				94-05-03
00006841	006028	和強尼共度的一天	報廢		一般圖書			V1		"本館藏書	"				94-05-03
00006842	006029	相似國字的辨識與應用	報廢		一般圖書			V1		"本館藏書	"				94-05-03
00006843	006030	霍爾的移動城堡1	報廢		一般圖書			V1		"本館藏書	"				94-05-04
00006844	006031	霍爾的移動城堡2	報廢		一般圖書			V2		"本館藏書	"				94-05-04
00006845	006032	霍爾的移動城堡3	館內架上	一般館藏	一般圖書		v.3			"本館藏書	"	購買			94-05-04
00006846	006033	霍爾的移動城堡4	報廢		一般圖書			V4		"本館藏書	"				94-05-04
00006847	006034	自然一做就通-上	館內架上		一般圖書			V1		"本館藏書	"				94-05-04
00006848	006035	自然一做就通-下	館內架上		一般圖書			V2		"本館藏書	"				94-05-04
00006849	006036	數學一做就通-上	館內架上		一般圖書			V3		"本館藏書	"				94-05-04
00006850	006037	數學一做就通-下	館內架上		一般圖書			V4		"本館藏書	"				94-05-04
00006851	006038	地理一做就通-上	館內架上		一般圖書			V5		"本館藏書	"				94-05-04
00006852	006039	地理一做就通-下	館內架上		一般圖書			V6		"本館藏書	"				94-05-04
00006853	006040	科學一做就通-上	館內架上		一般圖書			V7		"本館藏書	"				94-05-04
00006854	006041	科學一做就通-下	館內架上		一般圖書			V8		"本館藏書	"				94-05-04
00006855	006043	四季玩科學	館內架上		一般圖書			V14		"本館藏書	"				94-05-04
00006856	006044	我的自然小百科	館內架上		一般圖書			V1		"本館藏書	"				94-05-04
00006857	006045	圖形的探索	館內架上		一般圖書			V1		"本館藏書	"				94-05-04
00006858	006046	分數之旅	館內架上		一般圖書			V2		"本館藏書	"				94-05-04
00006859	006047	量的世界	館內架上		一般圖書			V3		"本館藏書	"				94-05-04
00006860	006048	比例的發現	報廢		一般圖書			V4		"本館藏書	"				94-05-04
00006861	006049	藝術有什麼用?	館內架上		一般圖書			V1		"本館藏書	"				94-05-04
00006862	006050	小島上的貓頭鷹	館內架上		一般圖書			V1		"本館藏書	"				94-05-04
00006863	006051	傷心書	館內架上		一般圖書			V1		"本館藏書	"				94-05-04
00006864	006052	菜市場魚圖鑑	館內架上		一般圖書			V1		"本館藏書	"				94-05-04
00006865	006053	什麼是好什麼是壞?	館內架上		一般圖書			V1		"本館藏書	"				94-05-04
00006866	006054	香藥草養生事典	館內架上		一般圖書			V1		"本館藏書	"				94-05-04
00006867	006055	彩蝶生態全紀錄	館內架上		一般圖書			V1		"本館藏書	"				94-05-04
00006868	006056	數學猜猜猜	館內架上		一般圖書			V1		"本館藏書	"				94-05-04
00006869	006029	相似國字的辨識與應用	報廢		一般圖書			V1C1		"本館藏書	"				94-05-04
00006870	006057	最新版表格式中文大辭典	報廢		一般圖書			V1		"本館藏書	"				94-05-11
00006871	006058	何必含著金湯匙	館內架上		一般圖書			V1		"本館藏書	"				94-05-23
00006872	006059	天使的禮物	館內架上		一般圖書			V47		"本館藏書	"				94-06-03
00006873	006060	海豚的夏天	館內架上		一般圖書			V46		"本館藏書	"				94-06-03
00006874	006061	瑪卡.麥	館內架上		一般圖書			V43		"本館藏書	"				94-06-03
00006875	006062	藍盒子的秘密	報廢		一般圖書			V42		"本館藏書	"				94-06-03
00006876	006063	我的愛莉卡	報廢		一般圖書			V48		"本館藏書	"				94-06-03
00006877	006064	DEAR NOBODY給妳的信	館內架上		一般圖書			V44		"本館藏書	"				94-06-03
00006878	006065	獅子的足跡	館內架上		一般圖書			V45		"本館藏書	"				94-06-03
00006879	006066	種植流星的人	館內架上		一般圖書			V50		"本館藏書	"				94-06-03
00006880	006067	蛇石	館內架上		一般圖書			V49		"本館藏書	"				94-06-03
00006881	006068	昆蟲知己李淳陽	館內架上		一般圖書			V1		"本館藏書	"				94-06-03
00006882	006069	李淳陽昆蟲記	書箱借閱		一般圖書			V4		"本館藏書	"				94-06-03
00006883	006070	台灣賞鷹圖鑑	館內架上		一般圖書			V1		"本館藏書	"				94-06-03
00006884	006071	近郊蝴蝶	館內架上		一般圖書			V1		"本館藏書	"				94-06-03
00006885	006072	賞蛙呱呱叫	報廢		一般圖書			V1		"本館藏書	"				94-06-03
00006886	006073	有鳥飛過	館內架上		一般圖書			V1		"本館藏書	"				94-06-03
00006887	006078	從杜弗蘭之審美經驗現象學討論其-永恆的繪畫	館內架上		一般圖書					"本館藏書	"				94-09-06
00006888	006082	鍾愛哭真勇敢	館內架上		一般圖書			V1		"本館藏書	"				94-09-28
00006889	006083	我的同班同學	館內架上		一般圖書			V2		"本館藏書	"				94-09-28
00006890	006084	我不是討厭鬼	館內架上		一般圖書			V6		"本館藏書	"				94-09-28
00006891	006085	陽光下的少年投手	報廢		一般圖書			V8		"本館藏書	"				94-09-28
00006892	006086	最幸福的人	館內架上		一般圖書			V3		"本館藏書	"				94-09-28
00006893	006087	頭目的手指頭	館內架上		一般圖書			V4		"本館藏書	"				94-09-28
00006894	006088	舞旗小子---信心揚起	館內架上		一般圖書			V5		"本館藏書	"				94-09-28
00006895	006089	小兵立大功	館內架上		一般圖書			V7		"本館藏書	"				94-09-28
00006896	006090	走進小孩的內心世界	館內架上		一般圖書					"本館藏書	"				94-09-28
00006897	006091	大象什麼都大	館內架上		一般圖書			V1		"本館藏書	"				94-09-28
00006898	006092	什麼都想知道	館內架上		一般圖書					"本館藏書	"				94-09-28
00006899	006093	孩子為何失敗	館內架上		一般圖書					"本館藏書	"				94-09-28
00006900	006094	台灣的竹節蟲	館內架上		一般圖書					"本館藏書	"				94-09-28
00006901	006095	植物Q&A	報廢		一般圖書					"本館藏書	"				94-09-28
00006902	006096	如果你是金字塔工人	報廢		一般圖書					"本館藏書	"				94-09-28
00006903	006097	台灣水生植物地圖	館內架上	一般館藏	一般圖書					"本館藏書	"				94-09-30
00006904	006098	午茶昆蟲學	館內架上		一般圖書					"本館藏書	"				94-09-30
00006905	006099	水滸傳	館內架上		一般圖書			V1		"本館藏書	"				94-09-30
00006906	006100	水滸傳2	報廢		一般圖書			V1		"本館藏書	"				94-09-30
00006907	006101	兒童陶入門	館內架上		一般圖書					"本館藏書	"				94-09-30
00006908	006102	兒童陶進階	報廢		一般圖書					"本館藏書	"				94-09-30
00006909	006103	像藝術家一樣思考	報廢		一般圖書					"本館藏書	"				94-09-30
00006910	006104	像藝術家一樣反轉思考	報廢		一般圖書					"本館藏書	"				94-09-30
00006911	006105	培養小孩正確的價值觀	報廢		一般圖書					"本館藏書	"				94-09-30
00006912	006106	第一次觀星就上手	館內架上		一般圖書					"本館藏書	"				94-09-30
00006913	006107	布瓜總動員生活與身體篇	館內架上		一般圖書			V1		"本館藏書	"				94-09-30
00006914	006109	布瓜總動員動物篇	館內架上		一般圖書			V2		"本館藏書	"				94-09-30
00006915	006110	布瓜總動員自然篇	館內架上		一般圖書			V3		"本館藏書	"				94-09-30
00006916	006111	布瓜總動員地球與宇宙篇	館內架上		一般圖書			V4		"本館藏書	"				94-09-30
00006917	006112	神奇樹屋01恐龍谷大冒險	報廢		一般圖書			V1		"本館藏書	"				94-09-30
00006918	006113	黑夜裡的騎士2	館內架上		一般圖書			V2		"本館藏書	"				94-09-30
00006919	006114	木乃伊之謎3	館內架上	一般館藏	一般圖書		v.3			"本館藏書	"	購買			94-09-30
00006920	006115	海盜的藏寶圖4	報廢		一般圖書			V4		"本館藏書	"				94-09-30
00006921	006116	科學童話1	館內架上		一般圖書			V1		"本館藏書	"				94-09-30
00006922	006117	科學童話2	館內架上		一般圖書			V2		"本館藏書	"				94-09-30
00006923	006118	科學童話3	館內架上		一般圖書			V1		"本館藏書	"				94-09-30
00006924	006119	科學童話4	館內架上		一般圖書			V4		"本館藏書	"				94-09-30
00006925	006120	都是你的錯	館內架上		一般圖書					"本館藏書	"				94-09-30
00006926	006121	我比誰大我比誰小	館內架上		一般圖書					"本館藏書	"				94-09-30
00006927	006122	追追追晚安吻	館內架上		一般圖書					"本館藏書	"				94-09-30
00006928	006123	獨自去旅行	館內架上		一般圖書					"本館藏書	"				94-09-30
00006929	006124	多多摩多動物醫生	館內架上		一般圖書					"本館藏書	"				94-09-30
00006930	006125	我真的很棒因為	館內架上		一般圖書					"本館藏書	"				94-09-30
00006931	006126	我想和你做朋友	館內架上		一般圖書					"本館藏書	"				94-09-30
00006932	006127	海上小精靈	館內架上		一般圖書					"本館藏書	"				94-09-30
00006933	006128	小仙子逛大街	館內架上		一般圖書					"本館藏書	"				94-09-30
00006934	006129	野菇圖鑑	館內架上		一般圖書			V1		"本館藏書	"				94-09-30
00006935	006130	數學小精靈	館內架上		一般圖書					"本館藏書	"				94-09-30
00006936	006131	藝術基因改造	館內架上		一般圖書					"本館藏書	"				94-09-30
00006937	006132	動物為什麼有尾巴	館內架上		一般圖書					"本館藏書	"				94-09-30
00006938	006133	蘇菲的傑作	館內架上		一般圖書			V1		"本館藏書	"				94-10-06
00006939	006137	蝴蝶100	館內架上		一般圖書			V1		"本館藏書	"				94-10-19
00006940	006138	小故事大道理-民間故事	館內架上		一般圖書			V1		"本館藏書	"				94-10-19
00006941	006139	小故事大道理-成語故事	館內架上		一般圖書			V2		"本館藏書	"				94-10-19
00006942	006140	小故事大道理-寓言故事	報廢		一般圖書			V3		"本館藏書	"				94-10-19
00006943	006141	小故事大道理-童話故事	報廢		一般圖書			V4		"本館藏書	"				94-10-19
00006944	006142	昆蟲的奧秘	館內架上		一般圖書			V1		"本館藏書	"				94-10-19
00006945	006143	昆蟲大發現	館內架上		一般圖書			V7		"本館藏書	"				94-10-19
00006946	006144	寫給入門者的西洋美術小史	館內架上		一般圖書			V1		"本館藏書	"				94-10-19
00006947	006145	媽媽的甜蜜小麻煩	館內架上		一般圖書			V1		"本館藏書	"				94-10-19
00006948	006146	艾蜜麗的玩具魔法	報廢		一般圖書			V1		"本館藏書	"				94-10-19
00006949	006147	小鴨艾力克	館內架上		一般圖書			V1		"本館藏書	"				94-10-19
00006950	003357	花間世界	報廢		一般圖書			V1C1		"本館藏書	"				94-10-19
00006951	006148	認識老樹	報廢		一般圖書			V30		"本館藏書	"				94-10-19
00006952	004136	艾蜜莉的畫	館內架上	一般館藏	一般圖書			V1C1		"本館藏書	"				94-10-31
00006953	005906	記憶傳授人	館內架上		一般圖書			C20		"本館藏書	"				94-10-31
00006954	006149	真相	館內架上		一般圖書			V1		"本館藏書	"				94-10-31
00006955	006150	麵粉娃娃	報廢		一般圖書			V2		"本館藏書	"				94-10-31
00006956	006151	珊瑚島	館內架上		一般圖書			v2		"本館藏書	"				94-10-31
00006957	006152	小移民的天空	館內架上		一般圖書			V3		"本館藏書	"				94-10-31
00006958	006153	我不是兇手	館內架上		一般圖書			V4		"本館藏書	"				94-10-31
00006959	006154	天使的雕像	館內架上		一般圖書			V5		"本館藏書	"				94-10-31
00006960	006155	瘋婆子	館內架上		一般圖書			V6		"本館藏書	"				94-10-31
00006961	006156	手提箱小孩	館內架上		一般圖書			V7		"本館藏書	"				94-10-31
00006962	006157	親愛的漢修先生	館內架上		一般圖書			V8		"本館藏書	"				94-10-31
00006963	006158	藍色海豚島	館內架上		一般圖書			V9		"本館藏書	"				94-10-31
00006964	006159	高飛	館內架上		一般圖書			V10		"本館藏書	"				94-10-31
00006965	006161	天堂之星	館內架上		一般圖書			V11		"本館藏書	"				94-10-31
00006966	006162	淘金英雄妙管家	館內架上		一般圖書			V12		"本館藏書	"				94-10-31
00006967	006163	狒狒王	館內架上		一般圖書			V13		"本館藏書	"				94-10-31
00006968	006164	13號月台的秘密	館內架上		一般圖書			V14		"本館藏書	"				94-10-31
00006969	006165	學徒	館內架上		一般圖書			V15		"本館藏書	"				94-10-31
00006970	006166	蠍子之家--上	館內架上		一般圖書			V16		"本館藏書	"				94-10-31
00006971	006167	蠍子之家--下	館內架上		一般圖書			V17		"本館藏書	"				94-10-31
00006972	006168	許我一個家	館內架上		一般圖書			V18		"本館藏書	"				94-10-31
00006973	006169	河馬，好特別呀！	館內架上		一般圖書			V1C1		"本館藏書	"				94-10-31
00006974	006170	鴕鳥，太神奇！	館內架上		一般圖書			V1C1		"本館藏書	"				94-10-31
00006975	006171	改變世界的鐘	館內架上		一般圖書			V1C1		"本館藏書	"				94-10-31
00006976	006172	便便真是了不起	報廢		一般圖書			V1C1		"本館藏書	"				94-10-31
00006977	006173	拔啊，拔啊，拔蘿蔔！	報廢		一般圖書			V1C1		"本館藏書	"				94-10-31
00006978	006174	穿長靴的貓	館內架上		一般圖書			V1C1		"本館藏書	"				94-10-31
00006979	006175	查理‧亞當斯的鵝媽媽童謠	館內架上		一般圖書			V1C1		"本館藏書	"				94-10-31
00006980	006176	牧羊人的夢	館內架上		一般圖書			V1C1		"本館藏書	"				94-10-31
00006981	006177	天鵝騎士	報廢		一般圖書			V1C1		"本館藏書	"				94-10-31
00006982	002070	頑固的小驢子	報廢		一般圖書			V8C1		"本館藏書	"				94-10-31
00006983	002083	誰偷了小松鼠的窩	報廢		一般圖書			V2C1		"本館藏書	"				94-10-31
00006984	002079	小河狸愛築巢	報廢		一般圖書			V1C1		"本館藏書	"				94-10-31
00006985	002073	妙妙不是懶惰蟲	報廢		一般圖書			V7C1		"本館藏書	"				94-10-31
00006986	002076	小蜜蜂學做工	報廢		一般圖書			V10C1		"本館藏書	"				94-10-31
00006987	002071	雪地裡的白朋友	報廢		一般圖書			V9C1		"本館藏書	"				94-10-31
00006988	002085	貪吃的小老鼠	報廢		一般圖書			V6C1		"本館藏書	"				94-10-31
00006989	002072	小棕熊交朋友	報廢		一般圖書			V15C1		"本館藏書	"				94-10-31
00006990	002081	黑毛小狐	館內架上		一般圖書			V16C1		"本館藏書	"				94-10-31
00006991	002086	小雞的不隆咚節	報廢		一般圖書			V5C1		"本館藏書	"				94-10-31
00006992	002077	勇敢的小狗	報廢		一般圖書			V12C1		"本館藏書	"				94-10-31
00006993	002075	小鴨子劈啪劈啪	報廢		一般圖書			V11C1		"本館藏書	"				94-10-31
00006994	002082	小岩羚迷路了	報廢		一般圖書			V17C1		"本館藏書	"				94-10-31
00006995	002078	小烏龜找房子	館內架上		一般圖書			V14C1		"本館藏書	"				94-10-31
00006996	002074	不愛睡覺的小土撥鼠	報廢		一般圖書			V4C1		"本館藏書	"				94-10-31
00006997	002080	小兔子找表哥	報廢		一般圖書			V18C1		"本館藏書	"				94-10-31
00006998	002084	小山羊的化裝舞會	報廢		一般圖書			V13C1		"本館藏書	"				94-10-31
00006999	006178	小刺蝟歷險記	報廢		一般圖書			V3C1		"本館藏書	"				94-10-31
00007000	006179	橋下人家	館內架上		一般圖書			V19		"本館藏書	"				94-10-31
00007001	006180	想念五月	館內架上		一般圖書			V20		"本館藏書	"				94-10-31
00007002	006181	雙胞胎行動	館內架上		一般圖書			V21		"本館藏書	"				94-10-31
00007003	006182	菁菁的畫	館內架上		一般圖書			V22		"本館藏書	"				94-10-31
00007004	006183	吞鑰匙的男孩	報廢		一般圖書			V23		"本館藏書	"				94-10-31
00007005	006184	喬伊失控了	館內架上		一般圖書			V24		"本館藏書	"				94-10-31
00007006	006185	碎瓷片	館內架上		一般圖書			V25		"本館藏書	"				94-10-31
00007007	006186	山楂樹下	館內架上		一般圖書			V26		"本館藏書	"				94-10-31
00007008	006187	回家的路	館內架上		一般圖書			V27		"本館藏書	"				94-11-03
00007009	006188	挨鞭僮	報廢		一般圖書			V28		"本館藏書	"				94-11-03
00007010	006189	湯姆的午夜花園	館內架上		一般圖書			V29		"本館藏書	"				94-11-03
00007011	006190	0到1的情書	館內架上		一般圖書			V30		"本館藏書	"				94-11-03
00007012	006191	山居歲月	報廢		一般圖書			V31		"本館藏書	"				94-11-03
00007013	006192	海狸的記號	館內架上		一般圖書			V32		"本館藏書	"				94-11-03
00007014	006193	傻狗溫迪客	館內架上		一般圖書			V33		"本館藏書	"				94-11-03
00007015	006194	強盜與我	館內架上		一般圖書			V34		"本館藏書	"				94-11-03
00007016	006195	魔法師的接班人	館內架上		一般圖書			V35		"本館藏書	"				94-11-03
00007017	006196	亞當舅舅	館內架上		一般圖書			V36		"本館藏書	"				94-11-03
00007018	006197	納梭河上的女孩	報廢		一般圖書			V37		"本館藏書	"				94-11-03
00007019	006198	那一年在奶奶家	報廢		一般圖書			V38		"本館藏書	"				94-11-03
00007020	006199	繼承人遊戲	報廢		一般圖書			V39		"本館藏書	"				94-11-03
00007021	006200	吶喊紅寶石	館內架上		一般圖書			V40		"本館藏書	"				94-11-03
00007022	006201	思黛拉街的鮮事	館內架上		一般圖書			V41		"本館藏書	"				94-11-03
00007023	006202	我那特異的奶奶	館內架上		一般圖書			V42		"本館藏書	"				94-11-03
00007024	006203	出事的那一天	外借中		一般圖書			V43		"本館藏書	"				94-11-03
00007025	006204	窈窕奶爸	館內架上		一般圖書			V44		"本館藏書	"				94-11-03
00007026	006205	地板下的舊懷錶	報廢		一般圖書			V45		"本館藏書	"				94-11-03
00007027	006206	車燈下起舞	館內架上		一般圖書			V46		"本館藏書	"				94-11-03
00007028	006207	十三歲新娘	館內架上		一般圖書			V47		"本館藏書	"				94-11-03
00007029	006208	夏日天鵝	館內架上		一般圖書			V48		"本館藏書	"				94-11-03
00007030	006209	時報廣場的蟋蟀	報廢		一般圖書			V49		"本館藏書	"				94-11-03
00007031	006210	巒生姊妹	館內架上		一般圖書			V50		"本館藏書	"				94-11-03
00007032	006211	亞頓城的魔法	館內架上		一般圖書			V1		"本館藏書	"				94-11-03
00007033	006212	迪奇的時空旅行	館內架上		一般圖書			V2		"本館藏書	"				94-11-03
00007034	006213	許願精靈	館內架上		一般圖書			V3		"本館藏書	"				94-11-03
00007035	006214	尋寶奇謀	館內架上		一般圖書			V4		"本館藏書	"				94-11-03
00007036	006215	鐵路邊的小孩	館內架上		一般圖書			V1		"本館藏書	"				94-11-03
00007037	006216	魔法墬子	館內架上		一般圖書			V6		"本館藏書	"				94-11-03
00007038	006217	陶氣鬼行善記	館內架上		一般圖書			V7		"本館藏書	"				94-11-03
00007039	006218	帕瓦娜的旅程	館內架上		一般圖書			V1		"本館藏書	"				94-11-03
00007040	006219	戰火下的小花	館內架上		一般圖書			V2		"本館藏書	"				94-11-03
00007041	006220	爺爺與狼	館內架上		一般圖書			V3		"本館藏書	"				94-11-03
00007042	006221	當獅子向你問時間	館內架上		一般圖書			V4		"本館藏書	"				94-11-03
00007043	006222	蝴蝶獅	館內架上		一般圖書			V5		"本館藏書	"				94-11-03
00007044	006223	綠拇指男孩	館內架上		一般圖書			V6		"本館藏書	"				94-11-03
00007045	006224	奇異的木屐	館內架上		一般圖書					"本館藏書	"				94-11-03
00007046	006225	會痛的小魚	館內架上		一般圖書					"本館藏書	"				94-11-03
00007047	006226	大象與小狗	館內架上		一般圖書					"本館藏書	"				94-11-03
00007048	006226	大象與小狗	館內架上		一般圖書			C1		"本館藏書	"				94-11-03
00007049	006227	小猴子	館內架上		一般圖書			C1		"本館藏書	"				94-11-03
00007050	006227	小猴子	館內架上		一般圖書			C2		"本館藏書	"				94-11-03
00007051	006228	小小吉祥草	館內架上		一般圖書					"本館藏書	"				94-11-03
00007052	006228	小小吉祥草	館內架上		一般圖書			C1		"本館藏書	"				94-11-03
00007053	006228	小小吉祥草	報廢		一般圖書			C2		"本館藏書	"				94-11-03
00007054	006229	台灣的生命禮俗	報廢		一般圖書			V1		"本館藏書	"				94-11-04
00007055	006230	戀戀台北	報廢		一般圖書					"本館藏書	"				94-11-04
00007056	006231	台北城市相簿	報廢		一般圖書					"本館藏書	"				94-11-04
00007057	006233	資訊年代	館內架上		一般圖書					"本館藏書	"				94-11-04
00007058	006234	地球藏寶箱	報廢		一般圖書			V6		"本館藏書	"				94-11-04
00007059	006234	地球藏寶箱	報廢		一般圖書			V6C1		"本館藏書	"				94-11-04
00007060	006235	小鼠紅花歷險記	館內架上		一般圖書			V7		"本館藏書	"				94-11-04
00007061	006236	第三個願望	館內架上		一般圖書			V9		"本館藏書	"				94-11-04
00007062	006237	吃火的人	館內架上		一般圖書			V3		"本館藏書	"				94-11-04
00007063	006238	最好的朋友	報廢		一般圖書			V14		"本館藏書	"				94-11-04
00007064	006239	誰偷了維梅爾	館內架上		一般圖書			V19		"本館藏書	"				94-11-04
00007065	006240	拉拉與我-姊弟倆	館內架上		一般圖書			V1		"本館藏書	"				94-11-04
00007066	006241	拉拉與我-小貓阿蒙	館內架上		一般圖書			V2		"本館藏書	"				94-11-04
00007067	006242	拉拉與我-臘腸狗小菲	館內架上		一般圖書			V3		"本館藏書	"				94-11-04
00007068	006243	拉拉與我-鸚哥皮波	館內架上		一般圖書			V4		"本館藏書	"				94-11-04
00007069	006244	拉拉與我-小馬度茵	館內架上		一般圖書			V5		"本館藏書	"				94-11-04
00007070	006245	沉默到頂-布藍威眨眼之謎	館內架上		一般圖書			V1		"本館藏書	"				94-11-04
00007071	006246	16歲爸爸	館內架上		一般圖書			V2		"本館藏書	"				94-11-04
00007072	006247	風中玫瑰	館內架上		一般圖書			V3		"本館藏書	"				94-11-04
00007073	006248	美國老爸台灣媽	館內架上		一般圖書			V4		"本館藏書	"				94-11-04
